state,county,NAME,Doctorate degree ,Professional school degree,Masters degree,Bachelors degree,population_size
21,053,"Clinton County, Kentucky",18,58,244,411,7129
21,077,"Gallatin County, Kentucky",11,28,102,539,5842
22,083,"Richland Parish, Louisiana",63,158,607,990,13792
27,087,"Mahnomen County, Minnesota",12,25,84,322,3345
27,025,"Chisago County, Minnesota",189,369,1812,5884,38402
27,127,"Redwood County, Minnesota",20,90,341,1537,10430
27,173,"Yellow Medicine County, Minnesota",37,41,216,884,6829
27,153,"Todd County, Minnesota",73,117,503,1860,16887
27,007,"Beltrami County, Minnesota",593,554,2088,5097,28514
27,013,"Blue Earth County, Minnesota",800,686,3178,8886,38917
27,055,"Houston County, Minnesota",89,135,768,2317,13329
27,073,"Lac qui Parle County, Minnesota",26,64,156,688,4972
27,077,"Lake of the Woods County, Minnesota",0,16,78,374,2808
27,111,"Otter Tail County, Minnesota",362,632,2128,7221,41487
27,161,"Waseca County, Minnesota",96,98,615,1956,12915
27,137,"St. Louis County, Minnesota",2053,2555,9118,26220,136248
27,003,"Anoka County, Minnesota",1679,2586,17012,51511,238608
27,145,"Stearns County, Minnesota",1391,1460,5805,18248,97948
27,037,"Dakota County, Minnesota",3483,6618,27173,82825,284431
27,083,"Lyon County, Minnesota",282,185,739,3085,16428
27,089,"Marshall County, Minnesota",32,44,237,940,6545
27,129,"Renville County, Minnesota",36,59,263,1200,10221
27,163,"Washington County, Minnesota",2930,5235,19295,48929,172559
27,031,"Cook County, Minnesota",94,93,376,1167,4282
29,103,"Knox County, Missouri",10,28,111,311,2674
29,139,"Montgomery County, Missouri",24,43,352,724,8181
29,207,"Stoddard County, Missouri",74,79,693,1882,20542
29,007,"Audrain County, Missouri",76,131,674,1708,17575
29,077,"Greene County, Missouri",2471,3475,15111,36673,189325
29,185,"St. Clair County, Missouri",27,44,290,607,6967
29,197,"Schuyler County, Missouri",2,15,136,225,3000
29,029,"Camden County, Missouri",364,413,1830,4643,34396
29,099,"Jefferson County, Missouri",865,1091,8537,21051,154522
29,143,"New Madrid County, Missouri",53,56,585,772,12109
29,173,"Ralls County, Missouri",26,70,278,710,7281
30,017,"Custer County, Montana",75,69,508,1377,8236
30,075,"Powder River County, Montana",9,14,21,252,1214
30,085,"Roosevelt County, Montana",34,28,277,782,6443
30,051,"Liberty County, Montana",5,26,47,186,1737
30,083,"Richland County, Montana",45,80,250,1031,7431
30,101,"Toole County, Montana",26,42,35,443,3586
30,019,"Daniels County, Montana",15,8,43,242,1283
30,045,"Judith Basin County, Montana",1,13,40,340,1483
30,023,"Deer Lodge County, Montana",35,40,264,1076,6922
30,055,"McCone County, Montana",5,0,35,172,1229
30,087,"Rosebud County, Montana",11,17,328,670,5759
30,021,"Dawson County, Montana",19,63,346,976,6321
30,007,"Broadwater County, Montana",35,16,266,843,4288
30,071,"Phillips County, Montana",13,13,113,358,2882
31,009,"Blaine County, Nebraska",3,14,17,49,361
31,049,"Deuel County, Nebraska",5,6,38,166,1353
31,113,"Logan County, Nebraska",0,3,10,108,617
31,169,"Thayer County, Nebraska",23,9,155,487,3583
31,001,"Adams County, Nebraska",273,286,1226,3217,20558
31,011,"Boone County, Nebraska",28,31,190,523,3663
22,099,"St. Martin Parish, Louisiana",58,153,1051,3955,35929
22,115,"Vernon Parish, Louisiana",141,210,1138,3804,30172
22,127,"Winn Parish, Louisiana",74,106,294,946,10182
22,033,"East Baton Rouge Parish, Louisiana",5736,7257,24041,60977,280581
22,085,"Sabine Parish, Louisiana",52,64,647,1443,16559
22,003,"Allen Parish, Louisiana",38,196,381,1405,17895
22,065,"Madison Parish, Louisiana",48,36,263,616,7519
22,053,"Jefferson Davis Parish, Louisiana",83,143,1032,2250,20782
22,093,"St. James Parish, Louisiana",28,42,602,1719,14633
22,043,"Grant Parish, Louisiana",21,58,318,959,15999
22,125,"West Feliciana Parish, Louisiana",115,76,559,2042,11556
22,051,"Jefferson Parish, Louisiana",2345,6947,18426,54300,305524
01,099,"Monroe County, Alabama",15,98,535,1335,14718
01,079,"Lawrence County, Alabama",68,73,819,1970,23314
01,081,"Lee County, Alabama",2689,1887,10682,19015,97055
01,093,"Marion County, Alabama",31,88,913,1683,21272
01,107,"Pickens County, Alabama",30,88,485,1444,14495
01,119,"Sumter County, Alabama",56,71,696,921,8088
01,073,"Jefferson County, Alabama",7961,13998,36620,91545,449743
01,023,"Choctaw County, Alabama",37,40,321,715,9329
01,059,"Franklin County, Alabama",129,144,815,1819,20786
01,091,"Marengo County, Alabama",79,78,816,1136,13092
01,113,"Russell County, Alabama",197,273,2014,4453,38920
01,019,"Cherokee County, Alabama",107,369,677,1254,18874
01,039,"Covington County, Alabama",139,204,1078,2599,26324
01,041,"Crenshaw County, Alabama",37,39,377,1234,9690
01,047,"Dallas County, Alabama",96,175,1278,2305,26200
01,077,"Lauderdale County, Alabama",640,722,4131,9455,63606
01,085,"Lowndes County, Alabama",27,37,321,652,7062
01,087,"Macon County, Alabama",133,91,812,1414,12033
01,083,"Limestone County, Alabama",465,638,4418,11450,65942
01,117,"Shelby County, Alabama",2348,3410,15372,41301,145427
01,133,"Winston County, Alabama",98,169,682,1252,17156
01,003,"Baldwin County, Alabama",1623,2912,11812,31801,151112
01,051,"Elmore County, Alabama",611,610,3696,9143,56093
01,071,"Jackson County, Alabama",182,184,1284,3525,36999
01,121,"Talladega County, Alabama",232,469,2406,5270,55993
01,129,"Washington County, Alabama",4,88,545,800,11346
01,027,"Clay County, Alabama",21,71,345,562,9459
01,103,"Morgan County, Alabama",452,980,4374,12670,82478
01,109,"Pike County, Alabama",346,239,1277,2718,19298
01,033,"Colbert County, Alabama",136,334,2108,4492,38959
01,045,"Dale County, Alabama",112,231,1688,4047,33509
01,065,"Hale County, Alabama",52,90,344,925,9921
01,049,"DeKalb County, Alabama",172,391,1956,3727,47990
01,053,"Escambia County, Alabama",81,115,916,2112,25859
01,111,"Randolph County, Alabama",96,159,839,1513,15776
01,097,"Mobile County, Alabama",2026,3452,16229,42982,278838
01,105,"Perry County, Alabama",79,25,479,757,5883
01,029,"Cleburne County, Alabama",66,116,378,1056,10481
01,035,"Conecuh County, Alabama",62,19,323,724,8833
01,005,"Barbour County, Alabama",90,128,495,1367,17964
01,007,"Bibb County, Alabama",67,80,488,1043,16168
01,015,"Calhoun County, Alabama",838,987,4484,8311,79108
01,025,"Clarke County, Alabama",83,118,635,1214,16770
01,057,"Fayette County, Alabama",32,38,319,1062,11706
31,149,"Rock County, Nebraska",15,2,44,175,1018
31,163,"Sherman County, Nebraska",0,26,96,326,2219
22,011,"Beauregard Parish, Louisiana",103,181,1154,2958,24684
22,013,"Bienville Parish, Louisiana",46,84,316,767,9456
22,015,"Bossier Parish, Louisiana",497,746,5926,13857,83544
22,023,"Cameron Parish, Louisiana",9,38,145,417,4809
22,037,"East Feliciana Parish, Louisiana",25,67,412,1310,14264
22,095,"St. John the Baptist Parish, Louisiana",91,168,1142,3165,28718
22,075,"Plaquemines Parish, Louisiana",74,125,618,2109,15328
22,073,"Ouachita Parish, Louisiana",703,1483,5959,16344,101096
22,117,"Washington Parish, Louisiana",47,92,1095,2416,31520
22,097,"St. Landry Parish, Louisiana",241,497,1820,5379,53804
22,001,"Acadia Parish, Louisiana",152,129,1084,4113,41205
22,101,"St. Mary Parish, Louisiana",17,210,885,2419,34510
22,103,"St. Tammany Parish, Louisiana",2618,4546,13605,38209,174332
22,111,"Union Parish, Louisiana",52,91,538,2019,15686
22,017,"Caddo Parish, Louisiana",1497,3276,10131,24159,165903
22,005,"Ascension Parish, Louisiana",644,1149,4817,14489,79773
22,055,"Lafayette Parish, Louisiana",1720,3357,11495,36900,161920
22,045,"Iberia Parish, Louisiana",243,350,1244,4507,46765
22,061,"Lincoln Parish, Louisiana",656,387,2672,5485,25824
22,091,"St. Helena Parish, Louisiana",46,13,437,740,7413
22,119,"Webster Parish, Louisiana",60,177,1021,2934,27212
22,031,"De Soto Parish, Louisiana",74,155,773,1742,18514
22,047,"Iberville Parish, Louisiana",117,95,665,2325,23035
22,063,"Livingston Parish, Louisiana",659,507,3903,13014,91789
22,067,"Morehouse Parish, Louisiana",30,116,252,1815,17069
22,071,"Orleans Parish, Louisiana",5577,12347,27379,58954,277484
22,109,"Terrebonne Parish, Louisiana",277,561,2517,8182,74110
22,019,"Calcasieu Parish, Louisiana",1043,1769,7116,19776,133430
22,027,"Claiborne Parish, Louisiana",22,121,429,955,11958
22,009,"Avoyelles Parish, Louisiana",229,259,727,2192,27757
22,049,"Jackson Parish, Louisiana",41,48,398,1087,11232
22,077,"Pointe Coupee Parish, Louisiana",22,135,365,1772,15380
22,089,"St. Charles Parish, Louisiana",135,202,1863,6695,35205
22,057,"Lafourche Parish, Louisiana",652,631,2225,7749,66569
22,107,"Tensas Parish, Louisiana",19,7,71,264,3171
22,059,"LaSalle Parish, Louisiana",26,61,250,1028,10005
23,015,"Lincoln County, Maine",475,641,2884,4811,26321
23,027,"Waldo County, Maine",476,468,2354,5876,29220
23,021,"Piscataquis County, Maine",35,100,579,1659,12888
23,003,"Aroostook County, Maine",267,510,2293,6606,50280
23,029,"Washington County, Maine",273,284,1284,3251,23107
23,013,"Knox County, Maine",435,642,2641,6348,30014
23,023,"Sagadahoc County, Maine",428,597,3069,5558,26547
23,011,"Kennebec County, Maine",1567,1303,6706,15073,87875
23,007,"Franklin County, Maine",157,296,1529,3370,21589
23,009,"Hancock County, Maine",858,987,3985,8328,41572
24,510,"Baltimore city, Maryland",9527,12349,42290,71022,423638
24,039,"Somerset County, Maryland",66,88,649,1653,17025
24,025,"Harford County, Maryland",2730,2883,21238,37313,174831
24,001,"Allegany County, Maryland",451,471,3101,5405,49921
31,093,"Howard County, Nebraska",29,33,177,704,4465
31,073,"Gosper County, Nebraska",14,21,98,332,1576
31,153,"Sarpy County, Nebraska",993,2226,13242,29647,115915
31,015,"Boyd County, Nebraska",10,4,35,193,1453
31,059,"Fillmore County, Nebraska",38,25,199,610,4066
31,091,"Hooker County, Nebraska",0,0,26,109,511
31,159,"Seward County, Nebraska",135,122,803,2077,10859
31,181,"Webster County, Nebraska",4,10,181,371,2456
31,023,"Butler County, Nebraska",14,47,243,882,5544
31,005,"Arthur County, Nebraska",1,8,15,51,286
31,067,"Gage County, Nebraska",95,159,675,2233,15212
31,099,"Kearney County, Nebraska",23,8,262,886,4419
31,119,"Madison County, Nebraska",76,319,1224,3651,22916
31,137,"Phelps County, Nebraska",132,38,266,1039,6281
31,179,"Wayne County, Nebraska",103,75,365,1184,5338
31,107,"Knox County, Nebraska",38,51,284,890,5837
31,121,"Merrick County, Nebraska",3,49,192,736,5505
31,133,"Pawnee County, Nebraska",11,23,87,208,1926
31,183,"Wheeler County, Nebraska",0,10,32,76,607
32,015,"Lander County, Nevada",0,95,176,209,3871
32,009,"Esmeralda County, Nevada",0,5,29,95,803
32,021,"Mineral County, Nevada",21,13,121,330,3245
32,017,"Lincoln County, Nevada",10,0,269,449,3713
32,031,"Washoe County, Nevada",5590,6610,24662,60675,316319
32,510,"Carson City, Nevada",447,686,1957,5629,39324
33,013,"Merrimack County, New Hampshire",1268,2954,11962,21824,106647
33,001,"Belknap County, New Hampshire",490,967,4420,8810,45114
33,017,"Strafford County, New Hampshire",1423,1281,8599,18891,84448
34,025,"Monmouth County, New Jersey",7698,15036,56445,121529,435916
34,037,"Sussex County, New Jersey",899,1820,9246,24566,101146
34,013,"Essex County, New Jersey",8517,16083,52294,112656,534581
34,015,"Gloucester County, New Jersey",2619,3399,17043,43243,200900
34,031,"Passaic County, New Jersey",2518,4895,23142,63484,333805
34,003,"Bergen County, New Jersey",11981,24216,87339,200390,656412
34,041,"Warren County, New Jersey",584,866,6784,16729,75598
34,005,"Burlington County, New Jersey",3656,7967,31295,76433,313945
35,029,"Luna County, New Mexico",68,72,602,1184,15383
35,055,"Taos County, New Mexico",262,436,2162,4127,24334
35,007,"Colfax County, New Mexico",106,88,662,1129,9141
35,021,"Harding County, New Mexico",5,3,17,52,355
35,037,"Quay County, New Mexico",0,6,399,608,5932
28,103,"Noxubee County, Mississippi",3,25,245,812,6943
28,137,"Tate County, Mississippi",121,139,698,1986,18618
28,107,"Panola County, Mississippi",113,240,867,2142,22625
28,161,"Yalobusha County, Mississippi",90,77,186,829,8581
19,189,"Winnebago County, Iowa",44,57,271,1176,7117
19,165,"Shelby County, Iowa",78,71,297,1379,8236
19,007,"Appanoose County, Iowa",29,82,319,1024,8901
19,095,"Iowa County, Iowa",41,127,335,1621,11276
19,145,"Page County, Iowa",72,114,400,1667,11135
19,191,"Winneshiek County, Iowa",323,276,985,2470,13265
19,155,"Pottawattamie County, Iowa",273,638,3341,9315,63198
19,127,"Marshall County, Iowa",154,213,943,3671,26497
19,015,"Boone County, Iowa",224,178,933,3356,18546
19,021,"Buena Vista County, Iowa",83,174,530,1690,12564
19,089,"Howard County, Iowa",18,36,215,726,6280
19,077,"Guthrie County, Iowa",64,108,292,1028,7536
19,091,"Humboldt County, Iowa",19,21,257,1124,6701
19,121,"Madison County, Iowa",28,70,556,2037,10982
72,061,"Guaynabo Municipio, Puerto Rico",1818,2982,6430,17887,64561
72,053,"Fajardo Municipio, Puerto Rico",171,113,905,4307,21766
72,007,"Aguas Buenas Municipio, Puerto Rico",0,19,529,2689,18209
72,065,"Hatillo Municipio, Puerto Rico",290,216,1362,5222,28797
72,133,"Santa Isabel Municipio, Puerto Rico",126,77,922,2585,14655
72,097,"Mayagüez Municipio, Puerto Rico",1021,655,2621,9000,50368
72,119,"Río Grande Municipio, Puerto Rico",131,121,1329,6428,35119
72,011,"Añasco Municipio, Puerto Rico",63,47,649,2904,19361
72,033,"Cataño Municipio, Puerto Rico",176,306,683,2283,16966
72,055,"Guánica Municipio, Puerto Rico",70,8,268,1407,11275
72,087,"Loíza Municipio, Puerto Rico",7,29,415,2173,17839
72,085,"Las Piedras Municipio, Puerto Rico",51,40,1536,4282,26412
72,145,"Vega Baja Municipio, Puerto Rico",292,215,1773,5554,36914
05,073,"Lafayette County, Arkansas",14,51,143,567,4903
05,107,"Phillips County, Arkansas",63,92,461,1037,11999
05,149,"Yell County, Arkansas",59,97,392,1310,14497
05,011,"Bradley County, Arkansas",30,24,245,779,7520
05,113,"Polk County, Arkansas",43,129,598,1211,14053
05,103,"Ouachita County, Arkansas",80,76,789,1425,16380
05,081,"Little River County, Arkansas",4,14,364,708,8694
05,091,"Miller County, Arkansas",151,208,1196,3415,29661
05,145,"White County, Arkansas",701,506,2986,6466,51108
06,033,"Lake County, California",210,615,1728,4659,46426
06,115,"Yuba County, California",152,439,1730,5872,48033
06,035,"Lassen County, California",72,219,557,2080,22615
06,097,"Sonoma County, California",5754,11027,30937,79864,359314
06,025,"Imperial County, California",311,904,3829,11716,110125
06,001,"Alameda County, California",35566,35503,164717,320319,1172662
06,055,"Napa County, California",1403,3183,7689,22816,98223
06,091,"Sierra County, California",17,81,131,205,2420
06,113,"Yolo County, California",6334,5403,13552,27562,127586
06,057,"Nevada County, California",1054,1844,6997,18412,76000
06,045,"Mendocino County, California",700,1292,3480,9685,62005
06,037,"Los Angeles County, California",91828,165612,522777,1460862,6886895
06,085,"Santa Clara County, California",53518,37309,239068,369625,1334958
06,093,"Siskiyou County, California",275,662,1547,4859,31682
06,015,"Del Norte County, California",243,270,683,1711,19644
08,015,"Chaffee County, Colorado",194,489,1526,3035,15523
08,045,"Garfield County, Colorado",414,897,2741,8127,39298
08,059,"Jefferson County, Colorado",7283,9457,51405,119242,414825
08,103,"Rio Blanco County, Colorado",52,18,193,695,4213
08,021,"Conejos County, Colorado",23,58,284,744,5286
08,001,"Adams County, Colorado",2186,2514,20487,53503,324255
08,037,"Eagle County, Colorado",393,1261,3456,13051,38505
08,081,"Moffat County, Colorado",105,59,410,989,8893
08,017,"Cheyenne County, Colorado",3,0,30,224,1338
01,101,"Montgomery County, Alabama",1948,3634,15141,29531,150570
01,095,"Marshall County, Alabama",334,526,3221,8306,63955
01,009,"Blount County, Alabama",119,266,1393,3432,39791
01,067,"Henry County, Alabama",29,109,688,1250,12168
01,089,"Madison County, Alabama",4802,3767,33016,64350,247760
01,001,"Autauga County, Alabama",536,499,2875,6019,37367
01,123,"Tallapoosa County, Alabama",109,433,1351,3394,28667
01,061,"Geneva County, Alabama",3,75,834,1419,18660
01,131,"Wilcox County, Alabama",4,43,215,627,7114
02,016,"Aleutians West Census Area, Alaska",20,16,92,575,4127
02,060,"Bristol Bay Borough, Alaska",0,2,21,120,635
02,150,"Kodiak Island Borough, Alaska",36,118,857,1490,8934
02,188,"Northwest Arctic Borough, Alaska",11,19,195,332,4209
47,107,"McMinn County, Tennessee",205,398,1377,4101,37514
47,117,"Marshall County, Tennessee",82,284,631,2337,22727
47,143,"Rhea County, Tennessee",171,190,1003,2381,22111
47,151,"Scott County, Tennessee",50,113,362,851,14961
47,001,"Anderson County, Tennessee",1200,760,3813,6864,54265
47,049,"Fentress County, Tennessee",76,112,375,1518,13023
47,053,"Gibson County, Tennessee",258,444,1431,4020,33418
47,069,"Hardeman County, Tennessee",60,103,537,1339,18221
47,105,"Loudon County, Tennessee",514,436,2770,6406,38291
47,149,"Rutherford County, Tennessee",2272,2808,14639,44219,198337
47,159,"Smith County, Tennessee",98,103,525,1239,13626
47,189,"Wilson County, Tennessee",966,1305,7497,20631,93870
47,171,"Unicoi County, Tennessee",69,135,400,1377,13390
35,027,"Lincoln County, New Mexico",137,192,863,2588,14676
35,005,"Chaves County, New Mexico",281,343,1827,4980,41374
35,025,"Lea County, New Mexico",192,274,1748,3526,42180
35,049,"Santa Fe County, New Mexico",3775,4388,14688,22624,110804
35,059,"Union County, New Mexico",23,4,140,187,3020
35,051,"Sierra County, New Mexico",46,98,548,1127,8628
35,053,"Socorro County, New Mexico",306,115,675,1322,11015
35,041,"Roosevelt County, New Mexico",163,32,704,1689,10813
35,013,"Doña Ana County, New Mexico",1965,2015,10457,21105,130958
35,028,"Los Alamos County, New Mexico",2347,185,2881,3525,13260
35,039,"Rio Arriba County, New Mexico",125,125,1523,3372,26710
35,047,"San Miguel County, New Mexico",200,217,1485,2305,19633
35,061,"Valencia County, New Mexico",444,373,3136,5554,51331
35,057,"Torrance County, New Mexico",58,73,480,987,10767
35,001,"Bernalillo County, New Mexico",11574,12225,49003,87599,466135
35,035,"Otero County, New Mexico",334,405,2281,4596,43579
35,006,"Cibola County, New Mexico",92,192,713,1577,18134
35,011,"De Baca County, New Mexico",0,0,71,78,1145
35,019,"Guadalupe County, New Mexico",0,13,119,118,3308
35,003,"Catron County, New Mexico",6,2,119,318,2839
36,005,"Bronx County, New York",6221,9895,50413,120021,929546
36,067,"Onondaga County, New York",5355,8513,36364,63135,315878
36,019,"Clinton County, New York",480,843,4668,6630,55211
36,099,"Seneca County, New York",231,236,1837,2903,24710
36,079,"Putnam County, New York",1124,1534,9386,15902,70564
36,043,"Herkimer County, New York",232,462,3353,5348,43732
36,069,"Ontario County, New York",1209,1547,10079,15189,77172
36,101,"Steuben County, New York",945,786,6096,8272,68086
36,041,"Hamilton County, New York",21,33,223,324,3567
36,013,"Chautauqua County, New York",713,974,7029,11200,89517
36,047,"Kings County, New York",19966,47486,199799,400194,1780247
36,107,"Tioga County, New York",196,308,2977,5541,34696
36,073,"Orleans County, New York",122,113,1520,3021,29499
36,091,"Saratoga County, New York",3416,3425,22219,38396,163010
36,021,"Columbia County, New York",648,1250,5150,7841,45574
36,049,"Lewis County, New York",80,156,1222,1924,18360
36,119,"Westchester County, New York",14725,37734,112478,161996,668290
36,025,"Delaware County, New York",241,307,2721,4141,32787
36,057,"Montgomery County, New York",141,358,2064,3521,34199
36,085,"Richmond County, New York",3007,7630,34707,66632,330661
36,089,"St. Lawrence County, New York",1241,707,6581,8532,71657
36,109,"Tompkins County, New York",5697,1875,10855,13563,59774
36,113,"Warren County, New York",331,1065,5621,7976,47833
36,023,"Cortland County, New York",432,380,2896,4711,30113
36,027,"Dutchess County, New York",3328,3947,25660,39123,205613
56,031,"Platte County, Wyoming",66,14,555,713,6526
56,033,"Sheridan County, Wyoming",282,571,2239,3540,21423
56,003,"Big Horn County, Wyoming",30,44,336,1119,8036
56,011,"Crook County, Wyoming",35,60,191,873,5193
56,029,"Park County, Wyoming",370,387,1842,4460,20762
56,001,"Albany County, Wyoming",1187,526,3235,6170,21477
56,007,"Carbon County, Wyoming",83,67,408,1590,10452
56,015,"Goshen County, Wyoming",178,81,649,1519,9387
56,041,"Uinta County, Wyoming",25,63,557,1433,12964
56,043,"Washakie County, Wyoming",19,87,337,854,5546
56,017,"Hot Springs County, Wyoming",27,37,227,531,3462
56,013,"Fremont County, Wyoming",167,446,1669,4157,26531
56,035,"Sublette County, Wyoming",0,56,360,1135,6808
56,045,"Weston County, Wyoming",25,52,257,682,5087
72,009,"Aibonito Municipio, Puerto Rico",155,28,969,2442,16500
72,077,"Juncos Municipio, Puerto Rico",103,21,1132,3793,26565
72,079,"Lajas Municipio, Puerto Rico",76,82,400,1922,16189
72,001,"Adjuntas Municipio, Puerto Rico",46,30,223,1821,12549
72,027,"Camuy Municipio, Puerto Rico",254,55,819,3550,22484
72,103,"Naguabo Municipio, Puerto Rico",32,14,921,2611,17738
72,105,"Naranjito Municipio, Puerto Rico",0,51,546,2581,19725
72,013,"Arecibo Municipio, Puerto Rico",450,220,2627,10895,61059
72,015,"Arroyo Municipio, Puerto Rico",42,0,213,1725,12273
72,115,"Quebradillas Municipio, Puerto Rico",231,27,496,2420,16766
72,057,"Guayama Municipio, Puerto Rico",88,143,1119,4455,28219
72,049,"Culebra Municipio, Puerto Rico",0,0,20,128,968
72,063,"Gurabo Municipio, Puerto Rico",821,495,2375,7247,32707
72,017,"Barceloneta Municipio, Puerto Rico",0,0,782,2929,16827
72,153,"Yauco Municipio, Puerto Rico",249,240,957,4858,25583
72,005,"Aguadilla Municipio, Puerto Rico",240,426,1823,6455,37449
72,023,"Cabo Rojo Municipio, Puerto Rico",380,115,1589,7030,35082
72,109,"Patillas Municipio, Puerto Rico",34,24,327,1459,12236
72,149,"Villalba Municipio, Puerto Rico",0,45,457,2513,15141
72,031,"Carolina Municipio, Puerto Rico",1419,1732,6472,25466,110311
72,035,"Cayey Municipio, Puerto Rico",462,111,1635,5356,31313
72,069,"Humacao Municipio, Puerto Rico",474,350,1851,6040,37656
72,101,"Morovis Municipio, Puerto Rico",63,1,526,2907,21203
72,139,"Trujillo Alto Municipio, Puerto Rico",632,735,3429,12049,46768
72,091,"Manatí Municipio, Puerto Rico",202,320,975,4614,27305
72,111,"Peñuelas Municipio, Puerto Rico",97,78,345,2494,13744
72,117,"Rincón Municipio, Puerto Rico",110,12,437,1854,10495
72,125,"San Germán Municipio, Puerto Rico",241,166,1045,3880,22194
72,131,"San Sebastián Municipio, Puerto Rico",130,165,900,3935,26710
36,055,"Monroe County, New York",9767,12764,65832,109686,512676
36,065,"Oneida County, New York",1791,2444,12565,24121,158944
36,111,"Ulster County, New York",2099,2796,14734,22618,130190
36,015,"Chemung County, New York",559,721,5015,7568,59604
36,051,"Livingston County, New York",522,647,3977,6143,42678
36,077,"Otsego County, New York",797,876,3994,6735,39939
36,039,"Greene County, New York",284,567,2589,4364,35359
36,001,"Albany County, New York",5521,7316,28970,43895,204918
36,003,"Allegany County, New York",400,211,2468,3189,30038
36,009,"Cattaraugus County, New York",329,415,3909,5428,52849
36,053,"Madison County, New York",586,799,3994,7192,47967
36,093,"Schenectady County, New York",2080,1739,10699,19720,106675
36,037,"Genesee County, New York",294,477,2932,5507,41334
36,123,"Yates County, New York",243,145,1444,2369,16673
37,079,"Greene County, North Carolina",47,36,291,1280,14983
37,121,"Mitchell County, North Carolina",93,128,502,1551,11102
37,041,"Chowan County, North Carolina",138,151,571,1436,10594
37,005,"Alleghany County, North Carolina",71,29,484,876,8421
37,027,"Caldwell County, North Carolina",264,345,2376,6309,59010
37,035,"Catawba County, North Carolina",913,1155,5771,16824,109055
37,045,"Cleveland County, North Carolina",443,906,3104,7292,66846
37,049,"Craven County, North Carolina",484,1052,4633,10863,67453
37,065,"Edgecombe County, North Carolina",118,104,1286,3420,36334
37,077,"Granville County, North Carolina",293,429,2231,6478,41890
37,085,"Harnett County, North Carolina",654,646,4821,12581,85559
37,093,"Hoke County, North Carolina",224,249,1551,4126,34671
37,089,"Henderson County, North Carolina",1032,1354,7246,17553,85499
37,095,"Hyde County, North Carolina",20,15,29,286,3812
37,097,"Iredell County, North Carolina",1046,1443,7712,24105,120685
37,119,"Mecklenburg County, North Carolina",8198,18561,85255,215134,720922
37,131,"Northampton County, North Carolina",53,136,581,1295,14993
37,147,"Pitt County, North Carolina",1793,2183,9279,22163,108447
37,159,"Rowan County, North Carolina",471,692,4047,12690,96689
37,181,"Vance County, North Carolina",106,234,1036,3087,30062
37,039,"Cherokee County, North Carolina",156,213,1369,2357,21519
37,053,"Currituck County, North Carolina",59,139,844,3369,18795
37,179,"Union County, North Carolina",1205,2713,12665,35588,147376
37,193,"Wilkes County, North Carolina",231,352,1606,5607,49300
37,127,"Nash County, North Carolina",404,606,3162,9288,64801
37,003,"Alexander County, North Carolina",152,152,894,2614,26827
37,055,"Dare County, North Carolina",334,493,2542,5990,26948
37,185,"Warren County, North Carolina",99,75,448,1678,14550
37,195,"Wilson County, North Carolina",232,391,2576,7704,55504
37,073,"Gates County, North Carolina",41,58,429,668,8359
37,075,"Graham County, North Carolina",12,44,243,487,6079
37,115,"Madison County, North Carolina",247,192,1302,2630,15325
37,137,"Pamlico County, North Carolina",116,76,491,1159,9945
37,149,"Polk County, North Carolina",193,317,1154,2957,15889
37,151,"Randolph County, North Carolina",494,505,3350,11203,99108
37,169,"Stokes County, North Carolina",57,127,1002,3568,33625
37,187,"Washington County, North Carolina",22,21,222,676,8175
37,043,"Clay County, North Carolina",65,166,566,1187,8376
37,051,"Cumberland County, North Carolina",1818,2508,13759,34417,205908
37,081,"Guilford County, North Carolina",5772,6992,32702,81361,352041
37,099,"Jackson County, North Carolina",871,627,2343,4485,27416
37,139,"Pasquotank County, North Carolina",202,277,1842,3626,26924
37,155,"Robeson County, North Carolina",329,323,3078,7989,85549
37,173,"Swain County, North Carolina",29,133,467,1151,9793
37,183,"Wake County, North Carolina",18496,19591,103534,234532,713060
37,007,"Anson County, North Carolina",83,37,450,1462,18013
37,111,"McDowell County, North Carolina",100,405,1268,3958,32857
37,069,"Franklin County, North Carolina",206,315,2481,7126,46090
37,103,"Jones County, North Carolina",36,25,165,656,7240
37,113,"Macon County, North Carolina",202,347,1505,4192,26235
37,019,"Brunswick County, North Carolina",1073,1538,8464,19973,103981
37,175,"Transylvania County, North Carolina",554,327,2481,5006,25637
37,013,"Beaufort County, North Carolina",407,447,1903,4274,34170
37,047,"Columbus County, North Carolina",234,247,1320,3641,39404
37,109,"Lincoln County, North Carolina",434,445,3326,9379,59037
37,123,"Montgomery County, North Carolina",75,110,769,2017,18968
37,135,"Orange County, North Carolina",8016,5660,16866,23227,90026
37,153,"Richmond County, North Carolina",155,93,1373,3187,30583
37,163,"Sampson County, North Carolina",163,231,1318,4116,42530
37,171,"Surry County, North Carolina",258,317,2398,6213,50935
37,011,"Avery County, North Carolina",164,218,748,1625,13324
37,021,"Buncombe County, North Carolina",3312,5634,19928,46863,188700
37,025,"Cabarrus County, North Carolina",1673,2006,12157,28365,136888
37,033,"Caswell County, North Carolina",65,216,536,1847,16715
37,059,"Davie County, North Carolina",292,565,1871,4531,30233
37,057,"Davidson County, North Carolina",513,728,4804,15424,116199
37,061,"Duplin County, North Carolina",114,229,1272,3213,39908
37,063,"Durham County, North Carolina",10214,8735,30118,54265,214293
37,091,"Hertford County, North Carolina",166,109,697,1512,16655
37,105,"Lee County, North Carolina",335,321,2292,5807,40732
