state,county,NAME,Doctorate degree ,Professional school degree,Masters degree,Bachelors degree,population_size
37,129,"New Hanover County, North Carolina",2609,4024,14904,41747,155923
37,141,"Pender County, North Carolina",277,582,3460,7565,42572
37,191,"Wayne County, North Carolina",478,621,3845,10684,82135
37,165,"Scotland County, North Carolina",138,225,974,2326,23614
37,189,"Watauga County, North Carolina",1417,761,3538,7693,31752
37,083,"Halifax County, North Carolina",126,258,1331,3507,36147
37,001,"Alamance County, North Carolina",1214,1135,5843,19098,109872
37,177,"Tyrrell County, North Carolina",0,10,78,240,3097
38,089,"Stark County, North Dakota",165,240,792,3368,20336
38,103,"Wells County, North Dakota",25,1,63,560,2926
38,013,"Burke County, North Dakota",3,4,49,285,1498
38,061,"Mountrail County, North Dakota",49,61,227,1004,6566
38,105,"Williams County, North Dakota",124,217,811,4114,22350
38,007,"Billings County, North Dakota",17,4,41,124,706
38,043,"Kidder County, North Dakota",7,6,36,266,1780
38,019,"Cavalier County, North Dakota",21,0,80,428,2718
38,037,"Grant County, North Dakota",4,10,68,233,1745
38,049,"McHenry County, North Dakota",6,23,122,735,4138
38,091,"Steele County, North Dakota",5,9,30,350,1274
38,005,"Benson County, North Dakota",23,7,115,487,3912
38,045,"LaMoure County, North Dakota",44,7,130,545,2952
38,059,"Morton County, North Dakota",155,322,1029,4377,21902
38,025,"Dunn County, North Dakota",31,26,83,509,3051
38,051,"McIntosh County, North Dakota",5,44,64,199,1999
38,063,"Nelson County, North Dakota",10,8,103,424,2183
38,079,"Rolette County, North Dakota",31,39,367,1189,8301
38,099,"Walsh County, North Dakota",25,87,186,1009,7601
38,009,"Bottineau County, North Dakota",32,33,140,885,4539
38,003,"Barnes County, North Dakota",137,48,459,1605,7645
38,035,"Grand Forks County, North Dakota",1108,886,3255,9480,41399
38,053,"McKenzie County, North Dakota",58,104,314,1577,7966
38,055,"McLean County, North Dakota",30,26,225,1167,6950
38,069,"Pierce County, North Dakota",6,25,128,464,2973
38,075,"Renville County, North Dakota",9,17,38,274,1682
38,011,"Bowman County, North Dakota",5,16,93,402,2130
38,015,"Burleigh County, North Dakota",714,1183,4395,16581,63953
38,047,"Logan County, North Dakota",6,9,36,220,1380
38,065,"Oliver County, North Dakota",0,11,51,209,1286
38,093,"Stutsman County, North Dakota",61,128,585,2681,14600
38,071,"Ramsey County, North Dakota",28,66,474,1510,7875
38,031,"Foster County, North Dakota",16,5,108,491,2320
38,039,"Griggs County, North Dakota",16,6,85,345,1754
38,083,"Sheridan County, North Dakota",0,2,14,143,1089
38,087,"Slope County, North Dakota",3,5,20,113,544
39,159,"Union County, Ohio",407,775,3590,8807,38221
39,131,"Pike County, Ohio",68,156,803,1425,19401
39,125,"Paulding County, Ohio",18,22,541,1449,12974
39,061,"Hamilton County, Ohio",10140,15147,57932,125107,549380
39,049,"Franklin County, Ohio",15156,22227,89784,217895,861585
39,101,"Marion County, Ohio",157,253,1799,3598,46308
39,157,"Tuscarawas County, Ohio",199,507,3265,7142,64043
39,169,"Wayne County, Ohio",709,782,5063,10394,76337
39,015,"Brown County, Ohio",105,159,1165,3101,30383
39,017,"Butler County, Ohio",3626,2909,19512,47561,243427
39,067,"Harrison County, Ohio",56,106,279,828,10970
39,083,"Knox County, Ohio",616,315,2221,6128,40415
39,089,"Licking County, Ohio",907,1314,7899,20481,117447
39,139,"Richland County, Ohio",399,847,4110,10153,84649
39,163,"Vinton County, Ohio",31,12,245,881,9150
39,019,"Carroll County, Ohio",108,116,795,1589,19651
39,063,"Hancock County, Ohio",354,721,4493,8488,51946
39,025,"Clermont County, Ohio",1081,1545,11438,26225,140729
39,045,"Fairfield County, Ohio",770,1321,8015,18639,104296
39,039,"Defiance County, Ohio",100,312,1191,3047,25904
39,071,"Highland County, Ohio",102,245,1354,2246,29359
39,069,"Henry County, Ohio",101,81,975,2066,18786
39,081,"Jefferson County, Ohio",256,355,2108,4762,47283
39,133,"Portage County, Ohio",1427,980,9606,18527,105311
39,137,"Putnam County, Ohio",93,222,1464,2944,22581
39,013,"Belmont County, Ohio",330,337,2286,5432,50312
39,027,"Clinton County, Ohio",272,179,1542,3340,28190
39,047,"Fayette County, Ohio",85,112,848,2146,19621
39,127,"Perry County, Ohio",43,123,868,1971,24672
39,129,"Pickaway County, Ohio",152,312,2096,4851,40251
39,097,"Madison County, Ohio",47,265,1321,3894,31651
39,119,"Muskingum County, Ohio",262,286,3002,5887,58655
39,143,"Sandusky County, Ohio",84,211,1869,4437,40997
39,161,"Van Wert County, Ohio",76,122,1061,1962,19405
39,167,"Washington County, Ohio",251,607,2027,5267,43293
39,011,"Auglaize County, Ohio",155,299,1765,3633,31012
39,037,"Darke County, Ohio",124,298,1584,3560,35254
39,123,"Ottawa County, Ohio",188,459,1866,4495,30387
39,065,"Hardin County, Ohio",123,119,895,1972,19176
39,079,"Jackson County, Ohio",20,90,1027,2073,22197
39,077,"Huron County, Ohio",95,303,1488,3793,39396
39,009,"Athens County, Ohio",1833,355,3813,5166,36984
39,001,"Adams County, Ohio",29,215,683,1575,18987
39,103,"Medina County, Ohio",872,1939,11273,28082,124292
39,095,"Lucas County, Ohio",3485,5578,20361,47403,292395
39,121,"Noble County, Ohio",10,6,451,630,11070
72,021,"Bayamón Municipio, Puerto Rico",1065,1875,7355,26682,128402
72,029,"Canóvanas Municipio, Puerto Rico",96,231,1716,5267,31547
72,045,"Comerío Municipio, Puerto Rico",35,7,306,1435,13408
72,075,"Juana Díaz Municipio, Puerto Rico",192,277,1227,6172,31434
72,083,"Las Marías Municipio, Puerto Rico",16,21,75,848,5778
72,047,"Corozal Municipio, Puerto Rico",66,96,928,3348,23114
72,095,"Maunabo Municipio, Puerto Rico",24,3,172,1118,7772
72,113,"Ponce Municipio, Puerto Rico",1587,888,4821,19461,97353
72,135,"Toa Alta Municipio, Puerto Rico",343,490,2506,11260,49908
72,137,"Toa Baja Municipio, Puerto Rico",415,555,2496,11234,54905
72,147,"Vieques Municipio, Puerto Rico",190,0,239,692,6228
72,151,"Yabucoa Municipio, Puerto Rico",90,42,500,3661,23846
72,003,"Aguada Municipio, Puerto Rico",260,134,1124,4012,27412
72,025,"Caguas Municipio, Puerto Rico",1550,987,6199,20051,91663
72,041,"Cidra Municipio, Puerto Rico",389,166,1660,4414,27775
72,043,"Coamo Municipio, Puerto Rico",401,37,1052,4591,27763
72,051,"Dorado Municipio, Puerto Rico",351,586,1380,5338,25403
72,089,"Luquillo Municipio, Puerto Rico",112,25,557,1926,12824
72,019,"Barranquitas Municipio, Puerto Rico",75,43,816,2737,18860
72,107,"Orocovis Municipio, Puerto Rico",30,50,392,1970,14325
72,129,"San Lorenzo Municipio, Puerto Rico",25,105,927,3813,26552
72,037,"Ceiba Municipio, Puerto Rico",56,32,243,1158,8217
72,039,"Ciales Municipio, Puerto Rico",42,59,264,1483,11689
72,071,"Isabela Municipio, Puerto Rico",160,120,1596,4687,29968
72,073,"Jayuya Municipio, Puerto Rico",62,21,456,1252,9828
72,081,"Lares Municipio, Puerto Rico",40,19,587,2768,18441
72,127,"San Juan Municipio, Puerto Rico",6065,10005,20056,54253,242396
72,143,"Vega Alta Municipio, Puerto Rico",424,123,1251,3875,25564
72,093,"Maricao Municipio, Puerto Rico",0,0,116,231,4341
39,147,"Seneca County, Ohio",151,282,1941,3887,37220
39,151,"Stark County, Ohio",1895,3069,16672,37597,259766
39,031,"Coshocton County, Ohio",34,59,1005,2236,25333
39,041,"Delaware County, Ohio",2488,4297,19402,45366,131734
39,055,"Geauga County, Ohio",759,1861,6195,15649,64365
39,073,"Hocking County, Ohio",85,110,619,2066,19978
39,085,"Lake County, Ohio",1395,2064,13048,28832,165509
39,141,"Ross County, Ohio",294,431,2358,5515,54514
39,035,"Cuyahoga County, Ohio",12864,25884,79350,166610,875234
39,075,"Holmes County, Ohio",75,100,587,1714,25649
39,109,"Miami County, Ohio",250,868,5365,10534,73060
39,111,"Monroe County, Ohio",30,34,419,781,10109
39,155,"Trumbull County, Ohio",933,1385,6783,17740,143372
39,173,"Wood County, Ohio",1676,1293,8098,16022,80818
39,005,"Ashland County, Ohio",246,320,2156,4711,35487
40,043,"Dewey County, Oklahoma",21,30,158,566,3224
40,059,"Harper County, Oklahoma",38,0,101,356,2562
40,083,"Logan County, Oklahoma",200,439,2181,5709,30772
40,143,"Tulsa County, Oklahoma",4505,9126,30723,90827,424885
40,147,"Washington County, Oklahoma",540,397,2314,6848,35467
40,057,"Harmon County, Oklahoma",14,2,76,301,1898
40,061,"Haskell County, Oklahoma",28,52,299,1022,8670
40,111,"Okmulgee County, Oklahoma",98,194,858,2478,25749
40,113,"Osage County, Oklahoma",92,217,1439,4227,33165
40,067,"Jefferson County, Oklahoma",5,19,119,478,4222
40,047,"Garfield County, Oklahoma",308,376,2461,6145,40554
40,049,"Garvin County, Oklahoma",29,106,715,1901,18651
40,121,"Pittsburg County, Oklahoma",215,241,1136,3410,31047
40,123,"Pontotoc County, Oklahoma",285,242,2143,4359,24897
40,129,"Roger Mills County, Oklahoma",13,15,137,236,2475
40,153,"Woodward County, Oklahoma",116,91,661,1807,13759
40,021,"Cherokee County, Oklahoma",345,316,2157,5188,30435
40,041,"Delaware County, Oklahoma",245,203,1328,3774,30654
40,045,"Ellis County, Oklahoma",0,16,118,432,2814
40,051,"Grady County, Oklahoma",114,293,1458,5542,37236
40,119,"Payne County, Oklahoma",2049,863,4108,9445,44010
40,125,"Pottawatomie County, Oklahoma",306,436,2247,5751,47826
40,037,"Creek County, Oklahoma",269,367,1897,5717,48671
40,141,"Tillman County, Oklahoma",23,16,218,609,5019
40,149,"Washita County, Oklahoma",37,57,438,1037,7543
40,033,"Cotton County, Oklahoma",16,17,155,357,3969
40,075,"Kiowa County, Oklahoma",18,24,269,752,6169
40,079,"Le Flore County, Oklahoma",133,135,1499,3181,33780
40,089,"McCurtain County, Oklahoma",63,152,656,2069,21866
40,093,"Major County, Oklahoma",4,15,250,769,5197
40,097,"Mayes County, Oklahoma",113,152,980,2761,27968
40,109,"Oklahoma County, Oklahoma",6307,13076,41156,103856,513922
40,039,"Custer County, Oklahoma",205,155,918,2929,16972
40,085,"Love County, Oklahoma",10,17,203,681,6732
40,009,"Beckham County, Oklahoma",72,156,584,1670,14772
40,023,"Choctaw County, Oklahoma",38,41,336,942,10145
40,065,"Jackson County, Oklahoma",142,107,1146,2352,16065
40,081,"Lincoln County, Oklahoma",87,111,802,2679,23759
40,117,"Pawnee County, Oklahoma",71,97,440,1268,11282
40,133,"Seminole County, Oklahoma",18,84,650,1591,16373
40,025,"Cimarron County, Oklahoma",13,0,55,287,1559
40,011,"Blaine County, Oklahoma",50,33,261,817,7025
40,029,"Coal County, Oklahoma",17,15,227,390,3743
40,053,"Grant County, Oklahoma",14,18,160,547,3002
40,073,"Kingfisher County, Oklahoma",36,97,536,1607,10173
40,087,"McClain County, Oklahoma",171,210,1591,4559,26133
40,095,"Marshall County, Oklahoma",18,95,489,1081,11337
40,103,"Noble County, Oklahoma",71,24,462,1234,7727
40,105,"Nowata County, Oklahoma",8,37,183,599,7183
40,131,"Rogers County, Oklahoma",324,701,3374,10918,61618
40,135,"Sequoyah County, Oklahoma",131,129,874,2955,28404
40,003,"Alfalfa County, Oklahoma",24,14,249,667,4371
40,151,"Woods County, Oklahoma",171,40,328,1163,5614
40,027,"Cleveland County, Oklahoma",3731,3272,15494,36994,177877
40,107,"Okfuskee County, Oklahoma",33,25,248,658,8280
40,005,"Atoka County, Oklahoma",38,31,373,1001,9641
41,061,"Union County, Oregon",154,273,970,2904,17539
41,047,"Marion County, Oregon",1830,3107,12946,34744,223828
41,019,"Douglas County, Oregon",444,990,3782,8710,80569
41,031,"Jefferson County, Oregon",88,189,766,2093,16197
41,053,"Polk County, Oregon",755,805,4833,10157,53453
41,017,"Deschutes County, Oregon",2076,3063,12409,30445,135615
41,043,"Linn County, Oregon",639,883,3675,11549,86850
41,071,"Yamhill County, Oregon",859,939,4752,12392,70529
41,001,"Baker County, Oregon",142,120,700,1880,11974
41,035,"Klamath County, Oregon",462,483,2533,5918,46938
41,041,"Lincoln County, Oregon",457,642,2698,5538,37471
41,003,"Benton County, Oregon",3819,1590,8399,16168,55359
41,013,"Crook County, Oregon",101,195,781,2305,17124
41,055,"Sherman County, Oregon",9,5,54,148,1251
41,025,"Harney County, Oregon",73,51,305,551,5323
41,045,"Malheur County, Oregon",112,225,688,1682,19765
41,063,"Wallowa County, Oregon",8,89,385,969,5486
41,069,"Wheeler County, Oregon",11,2,26,124,1096
41,049,"Morrow County, Oregon",7,49,148,442,7174
41,011,"Coos County, Oregon",236,511,2492,5212,47579
41,015,"Curry County, Oregon",352,242,1187,2720,18304
41,021,"Gilliam County, Oregon",0,3,25,220,1424
41,027,"Hood River County, Oregon",249,512,1620,2657,15764
41,037,"Lake County, Oregon",15,38,258,656,5893
41,051,"Multnomah County, Oregon",12358,22004,73008,161948,587290
42,103,"Pike County, Pennsylvania",378,675,3289,6672,41075
42,109,"Snyder County, Pennsylvania",295,308,1365,3379,27048
42,115,"Susquehanna County, Pennsylvania",256,231,1534,3632,30374
42,039,"Crawford County, Pennsylvania",725,650,3449,7799,59729
42,049,"Erie County, Pennsylvania",1929,2471,14279,33624,187526
42,057,"Fulton County, Pennsylvania",82,52,477,815,10512
42,067,"Juniata County, Pennsylvania",65,107,740,1588,17294
42,107,"Schuylkill County, Pennsylvania",484,814,4378,11658,104498
42,131,"Wyoming County, Pennsylvania",60,123,1132,2525,19564
42,001,"Adams County, Pennsylvania",868,769,5258,9154,72022
42,005,"Armstrong County, Pennsylvania",296,423,1970,5447,48600
42,035,"Clinton County, Pennsylvania",266,167,1350,3154,25375
42,025,"Carbon County, Pennsylvania",285,453,2483,5208,47107
42,027,"Centre County, Pennsylvania",6827,1910,12805,23415,98912
42,097,"Northumberland County, Pennsylvania",227,679,2752,7491,67192
42,095,"Northampton County, Pennsylvania",2679,3602,17785,40195,212044
42,121,"Venango County, Pennsylvania",120,260,1945,4793,37998
42,007,"Beaver County, Pennsylvania",803,1213,7785,20177,121322
42,069,"Lackawanna County, Pennsylvania",1763,2395,11395,26611,148982
42,083,"McKean County, Pennsylvania",223,242,1528,3552,29394
42,051,"Fayette County, Pennsylvania",573,693,4071,11283,96169
42,091,"Montgomery County, Pennsylvania",15214,23284,85456,161286,578803
42,033,"Clearfield County, Pennsylvania",397,420,2285,5810,59121
42,075,"Lebanon County, Pennsylvania",624,1104,5530,12576,95909
42,081,"Lycoming County, Pennsylvania",527,1107,4710,12470,80512
42,093,"Montour County, Pennsylvania",251,604,1084,2269,13310
42,123,"Warren County, Pennsylvania",132,296,1525,3742,29194
42,019,"Butler County, Pennsylvania",1687,1923,13346,30868,132960
42,047,"Elk County, Pennsylvania",89,147,985,3131,22240
42,071,"Lancaster County, Pennsylvania",3797,5249,27216,63009,363973
42,085,"Mercer County, Pennsylvania",784,774,4980,11384,78766
42,105,"Potter County, Pennsylvania",38,136,479,1211,12125
42,117,"Tioga County, Pennsylvania",164,240,1686,3474,29143
44,005,"Newport County, Rhode Island",1711,1814,8360,17375,60865
44,007,"Providence County, Rhode Island",5960,8162,35654,76172,434685
44,001,"Bristol County, Rhode Island",1176,1675,5212,8679,34136
45,003,"Aiken County, South Carolina",1284,1409,8290,20206,118063
45,005,"Allendale County, South Carolina",0,15,120,450,6346
45,037,"Edgefield County, South Carolina",243,115,914,2006,19672
45,023,"Chester County, South Carolina",79,106,731,2096,22497
45,029,"Colleton County, South Carolina",62,190,1036,2522,26153
45,067,"Marion County, South Carolina",110,58,863,1889,21638
45,063,"Lexington County, South Carolina",2606,2481,16600,39135,200269
45,073,"Oconee County, South Carolina",845,718,4441,8465,56126
45,015,"Berkeley County, South Carolina",904,1375,9695,23743,142955
45,019,"Charleston County, South Carolina",4970,10234,29751,79643,285759
45,043,"Georgetown County, South Carolina",411,757,3693,7692,45970
45,069,"Marlboro County, South Carolina",48,50,553,1048,19108
45,007,"Anderson County, South Carolina",1468,1555,8062,19170,136094
45,025,"Chesterfield County, South Carolina",112,180,738,2273,31906
45,047,"Greenwood County, South Carolina",461,577,3045,7624,47590
45,051,"Horry County, South Carolina",1796,3049,15621,37820,246485
45,055,"Kershaw County, South Carolina",239,371,2910,5633,45005
45,075,"Orangeburg County, South Carolina",676,438,3825,6838,59200
45,083,"Spartanburg County, South Carolina",2025,2622,13809,32487,207762
45,009,"Bamberg County, South Carolina",106,66,505,1129,9613
45,013,"Beaufort County, South Carolina",2689,4052,16113,32145,133624
45,017,"Calhoun County, South Carolina",29,152,498,1465,10776
45,033,"Dillon County, South Carolina",83,103,559,1513,20302
45,081,"Saluda County, South Carolina",41,80,695,1583,14283
45,079,"Richland County, South Carolina",5367,6880,29077,59616,258258
45,039,"Fairfield County, South Carolina",100,73,573,2006,16264
45,049,"Hampton County, South Carolina",21,17,379,1216,13757
45,045,"Greenville County, South Carolina",4429,6293,33521,76611,344589
45,057,"Lancaster County, South Carolina",468,733,4739,11790,65993
45,035,"Dorchester County, South Carolina",697,1092,8394,19795,106309
45,041,"Florence County, South Carolina",974,1156,5935,14028,93540
45,059,"Laurens County, South Carolina",238,364,1902,4949,46034
45,065,"McCormick County, South Carolina",32,70,413,1093,7851
45,077,"Pickens County, South Carolina",1757,1054,5817,11661,78125
45,087,"Union County, South Carolina",104,62,642,1408,19529
45,089,"Williamsburg County, South Carolina",25,161,780,1718,21841
46,003,"Aurora County, South Dakota",6,9,77,296,1806
46,051,"Grant County, South Dakota",2,35,194,857,4975
46,123,"Tripp County, South Dakota",50,46,123,650,3900
46,137,"Ziebach County, South Dakota",2,2,33,233,1645
46,115,"Spink County, South Dakota",12,34,150,775,4449
46,009,"Bon Homme County, South Dakota",4,53,223,641,5043
46,011,"Brookings County, South Dakota",772,254,1558,4873,18487
46,047,"Fall River County, South Dakota",60,75,225,736,5205
46,057,"Hamlin County, South Dakota",12,21,149,588,3668
46,071,"Jackson County, South Dakota",8,3,47,285,1928
46,033,"Custer County, South Dakota",72,33,431,1087,6901
46,069,"Hyde County, South Dakota",1,6,62,176,1000
46,049,"Faulk County, South Dakota",19,24,182,224,1669
46,067,"Hutchinson County, South Dakota",25,62,222,949,4994
